web-scraper-order,web-scraper-start-url,Día,Hora,Condiciones meteorológicas,Temperatura,Viento,Humedad,Presión,pagination
"1684507430-8131","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","02:00","Nubes dispersas","21°","20 km/h","69%","1017 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8132","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","02:30","Parcialmente cubierto","21°","19 km/h","73%","1017 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8133","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","03:00","Parcialmente cubierto","21°","19 km/h","73%","1017 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8134","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","03:30","Nubes dispersas","20°","17 km/h","78%","1016 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8135","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","04:00","Nubes dispersas","20°","19 km/h","78%","1016 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8136","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","04:30","Nubes dispersas","20°","15 km/h","78%","1016 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8137","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","05:00","Nubes dispersas","20°","13 km/h","78%","1016 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8138","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","05:30","Nubes dispersas","20°","13 km/h","68%","1016 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8139","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","06:00","Nubes dispersas","20°","13 km/h","64%","1016 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8140","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","06:30","Nubes dispersas","19°","15 km/h","68%","1017 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8141","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","07:00","Nubes dispersas","19°","15 km/h","68%","1017 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8142","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","07:30","Nubes dispersas","20°","15 km/h","68%","1017 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8143","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","08:00","Nubes dispersas","21°","13 km/h","64%","1017 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8144","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","08:30","Nubes dispersas","22°","17 km/h","60%","1017 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8145","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","09:00","Nubes dispersas","22°","24 km/h","64%","1017 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8146","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","09:30","Nubes dispersas","23°","26 km/h","57%","1017 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8147","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","10:00","Nubes dispersas","23°","26 km/h","57%","1017 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8148","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","10:30","Nubes dispersas","24°","24 km/h","50%","1018 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8149","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","11:00","Despejado","25°","28 km/h","50%","1017 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8150","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","11:30","Despejado","26°","28 km/h","45%","1017 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8151","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","12:00","Despejado","26°","28 km/h","39%","1018 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8152","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","12:30","Despejado","27°","35 km/h","42%","1018 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8153","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","13:00","Despejado","26°","43 km/h","48%","1018 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8154","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","13:30","Nubes dispersas","27°","41 km/h","42%","1018 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8155","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","14:00","Nubes dispersas","26°","43 km/h","48%","1018 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8156","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","14:30","Nubes dispersas","26°","43 km/h","48%","1017 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8157","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","15:00","Despejado","26°","41 km/h","51%","1017 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8158","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","15:30","Despejado","26°","44 km/h","48%","1017 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8159","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","16:00","Despejado","27°","41 km/h","42%","1017 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8160","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","16:30","Despejado","27°","43 km/h","42%","1016 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8161","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","17:00","Despejado","27°","39 km/h","42%","1016 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8162","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","17:30","Despejado","27°","39 km/h","42%","1016 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8163","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","18:00","Despejado","26°","44 km/h","51%","1016 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8164","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","18:30","Despejado","26°","41 km/h","48%","1016 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8165","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","19:00","Despejado","25°","43 km/h","50%","1016 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8166","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","19:30","Nubes dispersas","25°","39 km/h","47%","1016 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8167","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","20:00","Nubes dispersas","24°","37 km/h","57%","1017 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8168","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","20:30","Nubes dispersas","23°","37 km/h","61%","1017 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8169","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","21:00","Nubes dispersas","23°","33 km/h","61%","1017 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8170","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","21:30","Nubes dispersas","22°","32 km/h","69%","1017 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8171","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","22:00","Nubes dispersas","22°","30 km/h","69%","1018 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8172","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","22:30","Nubes dispersas","22°","32 km/h","69%","1018 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8173","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","23:00","Nubes dispersas","22°","32 km/h","69%","1018 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507430-8174","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 15 Junio 2022","23:30","Nubes dispersas","22°","32 km/h","69%","1019 hPa","https://www.tutiempo.net/registros/gclp/15-junio-2022.html"
"1684507433-8175","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","00:00","Nubes dispersas","22°","32 km/h","69%","1019 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8176","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","","","","","","","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8177","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","00:30","Nubes dispersas","21°","32 km/h","73%","1019 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8178","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","01:00","Nubes dispersas","21°","32 km/h","73%","1019 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8179","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","01:30","Nubes dispersas","21°","28 km/h","73%","1019 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8180","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","02:00","Nubes dispersas","21°","24 km/h","73%","1019 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8181","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","02:30","Nubes dispersas","21°","26 km/h","73%","1018 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8182","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","03:00","Nubes dispersas","21°","30 km/h","73%","1018 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8183","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","03:30","Nubes dispersas","21°","30 km/h","73%","1018 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8184","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","04:00","Nubes dispersas","21°","32 km/h","73%","1017 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8185","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","04:30","Parcialmente cubierto","21°","28 km/h","73%","1017 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8186","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","05:00","Mayormente cubierto","21°","30 km/h","73%","1017 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8187","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","05:30","Nubes dispersas","21°","30 km/h","73%","1017 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8188","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","06:00","Nubes dispersas","21°","33 km/h","73%","1017 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8189","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","06:30","Nubes dispersas","21°","30 km/h","69%","1018 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8190","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","07:00","Nubes dispersas","21°","30 km/h","64%","1018 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8191","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","07:30","Nubes dispersas","21°","24 km/h","64%","1018 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8192","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","08:00","Nubes dispersas","21°","28 km/h","69%","1018 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8193","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","08:30","Nubes dispersas","22°","35 km/h","60%","1018 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8194","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","09:00","Nubes dispersas","22°","37 km/h","60%","1018 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8195","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","09:30","Parcialmente cubierto","23°","37 km/h","65%","1018 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8196","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","10:00","Nubes dispersas","23°","43 km/h","61%","1018 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8197","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","10:30","Nubes dispersas","24°","46 km/h","54%","1018 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8198","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","11:00","Nubes dispersas","24°","46 km/h","54%","1019 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8199","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","11:30","Nubes dispersas","25°","44 km/h","57%","1018 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8200","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","12:00","Nubes dispersas","25°","44 km/h","54%","1018 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8201","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","12:30","Nubes dispersas","25°","41 km/h","50%","1019 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8202","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","13:00","Nubes dispersas","25°","44 km/h","54%","1018 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8203","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","13:30","Nubes dispersas","25°","46 km/h","50%","1018 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8204","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","14:00","Nubes dispersas","26°","46 km/h","51%","1018 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8205","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","14:30","Nubes dispersas","25°","50 km/h","57%","1018 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8206","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","15:00","Nubes dispersas","26°","48 km/h","54%","1018 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8207","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","15:30","Nubes dispersas","25°","52 km/h","61%","1018 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8208","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","16:00","Nubes dispersas","25°","46 km/h","57%","1017 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8209","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","16:30","Nubes dispersas","26°","48 km/h","54%","1017 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8210","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","17:00","Nubes dispersas","25°","48 km/h","57%","1017 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8211","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","17:30","Nubes dispersas","24°","48 km/h","65%","1017 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8212","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","18:00","Nubes dispersas","24°","48 km/h","65%","1017 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8213","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","18:30","Nubes dispersas","24°","46 km/h","65%","1017 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8214","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","19:00","Nubes dispersas","24°","48 km/h","61%","1016 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8215","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","19:30","Nubes dispersas","24°","46 km/h","61%","1016 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8216","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","20:00","Nubes dispersas","23°","48 km/h","65%","1017 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8217","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","20:30","Parcialmente cubierto","22°","41 km/h","69%","1017 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8218","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","21:00","Parcialmente cubierto","22°","39 km/h","69%","1017 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8219","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","21:30","Nubes dispersas","22°","37 km/h","69%","1018 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8220","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","22:00","Nubes dispersas","22°","37 km/h","69%","1018 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8221","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","22:30","Nubes dispersas","22°","37 km/h","73%","1018 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8222","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","23:00","Nubes dispersas","21°","39 km/h","78%","1018 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507433-8223","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Jueves 16 Junio 2022","23:30","Nubes dispersas","21°","41 km/h","73%","1018 hPa","https://www.tutiempo.net/registros/gclp/16-junio-2022.html"
"1684507436-8224","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 17 Junio 2022","00:00","Nubes dispersas","21°","35 km/h","73%","1019 hPa","https://www.tutiempo.net/registros/gclp/17-junio-2022.html"
"1684507436-8225","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 17 Junio 2022","","","","","","","https://www.tutiempo.net/registros/gclp/17-junio-2022.html"
"1684507436-8226","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 17 Junio 2022","00:30","Nubes dispersas","21°","33 km/h","73%","1018 hPa","https://www.tutiempo.net/registros/gclp/17-junio-2022.html"
"1684507436-8227","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 17 Junio 2022","01:00","Nubes dispersas","21°","33 km/h","73%","1018 hPa","https://www.tutiempo.net/registros/gclp/17-junio-2022.html"
"1684507436-8228","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 17 Junio 2022","01:30","Nubes dispersas","21°","35 km/h","73%","1018 hPa","https://www.tutiempo.net/registros/gclp/17-junio-2022.html"
"1684507436-8229","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 17 Junio 2022","02:00","Nubes dispersas","21°","33 km/h","73%","1018 hPa","https://www.tutiempo.net/registros/gclp/17-junio-2022.html"
"1684507436-8230","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 17 Junio 2022","02:30","Mayormente cubierto","21°","37 km/h","73%","1017 hPa","https://www.tutiempo.net/registros/gclp/17-junio-2022.html"
"1684507436-8231","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 17 Junio 2022","03:00","Nubes dispersas","21°","33 km/h","73%","1017 hPa","https://www.tutiempo.net/registros/gclp/17-junio-2022.html"
"1684507436-8232","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 17 Junio 2022","03:30","Nubes dispersas","21°","33 km/h","73%","1017 hPa","https://www.tutiempo.net/registros/gclp/17-junio-2022.html"
"1684507436-8233","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 17 Junio 2022","04:00","Parcialmente cubierto","21°","32 km/h","73%","1017 hPa","https://www.tutiempo.net/registros/gclp/17-junio-2022.html"
"1684507436-8234","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 17 Junio 2022","04:30","Parcialmente cubierto","21°","35 km/h","69%","1016 hPa","https://www.tutiempo.net/registros/gclp/17-junio-2022.html"
"1684507436-8235","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 17 Junio 2022","05:00","Nubes dispersas","21°","33 km/h","69%","1016 hPa","https://www.tutiempo.net/registros/gclp/17-junio-2022.html"
"1684507436-8236","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 17 Junio 2022","05:30","Parcialmente cubierto","21°","33 km/h","73%","1016 hPa","https://www.tutiempo.net/registros/gclp/17-junio-2022.html"
"1684507436-8237","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 17 Junio 2022","06:00","Mayormente cubierto","21°","33 km/h","73%","1016 hPa","https://www.tutiempo.net/registros/gclp/17-junio-2022.html"
"1684507436-8238","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 17 Junio 2022","06:30","Mayormente cubierto","21°","35 km/h","73%","1016 hPa","https://www.tutiempo.net/registros/gclp/17-junio-2022.html"
"1684507436-8239","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 17 Junio 2022","07:00","Mayormente cubierto","21°","37 km/h","73%","1016 hPa","https://www.tutiempo.net/registros/gclp/17-junio-2022.html"
"1684507436-8240","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 17 Junio 2022","07:30","Mayormente cubierto","21°","39 km/h","73%","1016 hPa","https://www.tutiempo.net/registros/gclp/17-junio-2022.html"
"1684507436-8241","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 17 Junio 2022","08:00","Mayormente cubierto","21°","39 km/h","69%","1016 hPa","https://www.tutiempo.net/registros/gclp/17-junio-2022.html"
"1684507436-8242","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 17 Junio 2022","08:30","Mayormente cubierto","21°","39 > 59 km/h","73%","1017 hPa","https://www.tutiempo.net/registros/gclp/17-junio-2022.html"
"1684507436-8243","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 17 Junio 2022","09:00","Mayormente cubierto","22°","43 km/h","69%","1017 hPa","https://www.tutiempo.net/registros/gclp/17-junio-2022.html"
"1684507436-8244","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 17 Junio 2022","09:30","Mayormente cubierto","23°","37 km/h","65%","1017 hPa","https://www.tutiempo.net/registros/gclp/17-junio-2022.html"
"1684507436-8245","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 17 Junio 2022","10:00","Nubes dispersas","23°","48 km/h","65%","1017 hPa","https://www.tutiempo.net/registros/gclp/17-junio-2022.html"
"1684507436-8246","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 17 Junio 2022","10:30","Nubes dispersas","24°","46 km/h","61%","1016 hPa","https://www.tutiempo.net/registros/gclp/17-junio-2022.html"
"1684507436-8247","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 17 Junio 2022","11:00","Nubes dispersas","24°","50 km/h","65%","1017 hPa","https://www.tutiempo.net/registros/gclp/17-junio-2022.html"
"1684507436-8248","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 17 Junio 2022","11:30","Nubes dispersas","25°","48 km/h","57%","1017 hPa","https://www.tutiempo.net/registros/gclp/17-junio-2022.html"
"1684507436-8249","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 17 Junio 2022","12:00","Nubes dispersas","25°","50 km/h","57%","1017 hPa","https://www.tutiempo.net/registros/gclp/17-junio-2022.html"
"1684507436-8250","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 17 Junio 2022","12:30","Nubes dispersas","24°","52 km/h","61%","1018 hPa","https://www.tutiempo.net/registros/gclp/17-junio-2022.html"
"1684507436-8251","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 17 Junio 2022","13:00","Nubes dispersas","25°","44 km/h","61%","1018 hPa","https://www.tutiempo.net/registros/gclp/17-junio-2022.html"
"1684507436-8252","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 17 Junio 2022","13:30","Nubes dispersas","27°","43 km/h","48%","1017 hPa","https://www.tutiempo.net/registros/gclp/17-junio-2022.html"
