web-scraper-order,web-scraper-start-url,Día,Hora,Condiciones meteorológicas,Temperatura,Viento,Humedad,Presión,pagination
"1684507194-4317","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","04:00","Nubes dispersas","18°","26 km/h","73%","1012 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4318","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","04:30","Nubes dispersas","18°","28 km/h","68%","1012 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4319","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","05:00","Nubes dispersas","18°","30 km/h","68%","1012 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4320","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","05:30","Nubes dispersas","18°","22 km/h","68%","1013 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4321","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","06:00","Nubes dispersas","17°","19 km/h","72%","1013 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4322","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","06:30","Nubes dispersas","17°","19 km/h","63%","1013 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4323","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","07:00","Parcialmente cubierto","17°","17 km/h","63%","1013 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4324","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","07:30","Nubes dispersas","17°","19 km/h","72%","1014 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4325","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","08:00","Parcialmente cubierto","17°","20 km/h","68%","1014 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4326","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","08:30","Parcialmente cubierto","17°","22 km/h","68%","1014 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4327","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","09:00","Parcialmente cubierto","18°","24 km/h","64%","1014 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4328","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","09:30","Parcialmente cubierto","19°","24 km/h","56%","1014 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4329","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","10:00","Parcialmente cubierto","20°","22 km/h","53%","1014 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4330","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","10:30","Parcialmente cubierto","20°","28 km/h","56%","1015 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4331","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","11:00","Parcialmente cubierto","21°","32 km/h","56%","1015 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4332","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","11:30","Parcialmente cubierto","22°","28 km/h","53%","1015 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4333","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","12:00","Parcialmente cubierto","22°","30 km/h","53%","1015 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4334","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","12:30","Parcialmente cubierto","22°","35 km/h","57%","1015 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4335","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","13:00","Parcialmente cubierto","22°","35 km/h","53%","1015 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4336","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","13:30","Mayormente cubierto","21°","39 km/h","60%","1015 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4337","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","14:00","Mayormente cubierto","22°","9 km/h","57%","1015 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4338","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","14:30","Mayormente cubierto","21°","11 km/h","60%","1015 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4339","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","15:00","Mayormente cubierto","20°","6 km/h","64%","1014 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4340","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","15:30","Mayormente cubierto","20°","11 km/h","68%","1014 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4341","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","16:00","Mayormente cubierto","20°","13 km/h","68%","1014 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4342","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","16:30","Mayormente cubierto","20°","15 km/h","64%","1014 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4343","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","17:00","Mayormente cubierto","20°","11 km/h","64%","1014 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4344","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","17:30","Mayormente cubierto","20°","7 km/h","64%","1014 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4345","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","18:00","Mayormente cubierto","20°","6 km/h","64%","1014 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4346","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","18:30","Mayormente cubierto","20°","6 km/h","64%","1014 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4347","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","19:00","Mayormente cubierto","21°","22 km/h","60%","1014 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4348","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","19:30","Parcialmente cubierto","20°","28 km/h","64%","1014 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4349","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","20:00","Parcialmente cubierto","19°","28 km/h","73%","1014 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4350","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","20:30","Parcialmente cubierto","19°","28 km/h","68%","1014 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4351","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","21:00","Parcialmente cubierto","19°","26 km/h","68%","1015 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4352","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","21:30","Mayormente cubierto","18°","20 km/h","77%","1016 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4353","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","22:00","Mayormente cubierto","18°","9 km/h","77%","1016 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4354","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","22:30","Mayormente cubierto","18°","13 km/h","83%","1016 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4355","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","23:00","Lluvia ligera","18°","11 km/h","83%","1017 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4356","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","23:30","Parcialmente cubierto","18°","15 km/h","83%","1017 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4357","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","23:40","Lluvia","18°","11 km/h","83%","1017 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507197-4358","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 30 Marzo 2022","00:00","Mayormente cubierto","18°","17 km/h","88%","1017 hPa","https://www.tutiempo.net/registros/gclp/30-marzo-2022.html"
"1684507197-4359","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 30 Marzo 2022","","","","","","","https://www.tutiempo.net/registros/gclp/30-marzo-2022.html"
"1684507197-4360","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 30 Marzo 2022","00:30","Parcialmente cubierto","18°","13 km/h","83%","1017 hPa","https://www.tutiempo.net/registros/gclp/30-marzo-2022.html"
"1684507197-4361","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 30 Marzo 2022","01:00","Parcialmente cubierto","18°","15 km/h","83%","1017 hPa","https://www.tutiempo.net/registros/gclp/30-marzo-2022.html"
"1684507197-4362","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 30 Marzo 2022","01:30","Parcialmente cubierto","18°","15 km/h","77%","1017 hPa","https://www.tutiempo.net/registros/gclp/30-marzo-2022.html"
"1684507197-4363","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 30 Marzo 2022","02:00","Parcialmente cubierto","17°","11 km/h","82%","1017 hPa","https://www.tutiempo.net/registros/gclp/30-marzo-2022.html"
"1684507197-4364","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 30 Marzo 2022","02:30","Parcialmente cubierto","18°","17 km/h","77%","1016 hPa","https://www.tutiempo.net/registros/gclp/30-marzo-2022.html"
"1684507197-4365","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 30 Marzo 2022","03:00","Mayormente cubierto","18°","13 km/h","83%","1016 hPa","https://www.tutiempo.net/registros/gclp/30-marzo-2022.html"
"1684507197-4366","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 30 Marzo 2022","03:30","Parcialmente cubierto","17°","13 km/h","82%","1016 hPa","https://www.tutiempo.net/registros/gclp/30-marzo-2022.html"
"1684507197-4367","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 30 Marzo 2022","04:00","Parcialmente cubierto","17°","17 km/h","82%","1016 hPa","https://www.tutiempo.net/registros/gclp/30-marzo-2022.html"
"1684507197-4368","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 30 Marzo 2022","04:30","Parcialmente cubierto","17°","15 km/h","82%","1016 hPa","https://www.tutiempo.net/registros/gclp/30-marzo-2022.html"
"1684507197-4369","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 30 Marzo 2022","05:00","Parcialmente cubierto","17°","17 km/h","77%","1016 hPa","https://www.tutiempo.net/registros/gclp/30-marzo-2022.html"
"1684507197-4370","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 30 Marzo 2022","05:30","Nubes dispersas","17°","17 km/h","77%","1016 hPa","https://www.tutiempo.net/registros/gclp/30-marzo-2022.html"
"1684507197-4371","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 30 Marzo 2022","06:00","Mayormente cubierto","17°","15 km/h","77%","1016 hPa","https://www.tutiempo.net/registros/gclp/30-marzo-2022.html"
"1684507197-4372","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 30 Marzo 2022","06:30","Mayormente cubierto","17°","19 km/h","82%","1016 hPa","https://www.tutiempo.net/registros/gclp/30-marzo-2022.html"
"1684507197-4373","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 30 Marzo 2022","07:00","Lluvia ligera","16°","17 km/h","88%","1016 hPa","https://www.tutiempo.net/registros/gclp/30-marzo-2022.html"
"1684507197-4374","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 30 Marzo 2022","07:30","Nubes dispersas","16°","19 km/h","88%","1016 hPa","https://www.tutiempo.net/registros/gclp/30-marzo-2022.html"
"1684507197-4375","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 30 Marzo 2022","08:00","Nubes dispersas","17°","24 km/h","77%","1016 hPa","https://www.tutiempo.net/registros/gclp/30-marzo-2022.html"
"1684507197-4376","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 30 Marzo 2022","08:30","Nubes dispersas","17°","24 km/h","72%","1016 hPa","https://www.tutiempo.net/registros/gclp/30-marzo-2022.html"
"1684507197-4377","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 30 Marzo 2022","09:00","Nubes dispersas","17°","20 km/h","72%","1017 hPa","https://www.tutiempo.net/registros/gclp/30-marzo-2022.html"
"1684507197-4378","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 30 Marzo 2022","09:30","Nubes dispersas","18°","26 km/h","73%","1017 hPa","https://www.tutiempo.net/registros/gclp/30-marzo-2022.html"
"1684507197-4379","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 30 Marzo 2022","10:00","Mayormente cubierto","18°","26 km/h","77%","1017 hPa","https://www.tutiempo.net/registros/gclp/30-marzo-2022.html"
"1684507197-4380","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 30 Marzo 2022","10:30","Mayormente cubierto","19°","32 km/h","78%","1018 hPa","https://www.tutiempo.net/registros/gclp/30-marzo-2022.html"
"1684507197-4381","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 30 Marzo 2022","11:00","Parcialmente cubierto","20°","37 km/h","73%","1018 hPa","https://www.tutiempo.net/registros/gclp/30-marzo-2022.html"
"1684507197-4382","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 30 Marzo 2022","11:30","Parcialmente cubierto","20°","41 km/h","68%","1018 hPa","https://www.tutiempo.net/registros/gclp/30-marzo-2022.html"
"1684507197-4383","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 30 Marzo 2022","12:00","Parcialmente cubierto","20°","41 km/h","68%","1018 hPa","https://www.tutiempo.net/registros/gclp/30-marzo-2022.html"
"1684507197-4384","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 30 Marzo 2022","12:30","Parcialmente cubierto","20°","39 km/h","68%","1018 hPa","https://www.tutiempo.net/registros/gclp/30-marzo-2022.html"
"1684507197-4385","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 30 Marzo 2022","13:00","Nubes dispersas","21°","41 km/h","64%","1018 hPa","https://www.tutiempo.net/registros/gclp/30-marzo-2022.html"
"1684507197-4386","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 30 Marzo 2022","13:30","Nubes dispersas","21°","37 km/h","64%","1018 hPa","https://www.tutiempo.net/registros/gclp/30-marzo-2022.html"
"1684507197-4387","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 30 Marzo 2022","14:00","Nubes dispersas","21°","37 km/h","64%","1018 hPa","https://www.tutiempo.net/registros/gclp/30-marzo-2022.html"
"1684507197-4388","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 30 Marzo 2022","14:30","Nubes dispersas","21°","35 km/h","64%","1018 hPa","https://www.tutiempo.net/registros/gclp/30-marzo-2022.html"
"1684507197-4389","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 30 Marzo 2022","15:00","Parcialmente cubierto","21°","37 km/h","64%","1017 hPa","https://www.tutiempo.net/registros/gclp/30-marzo-2022.html"
"1684507197-4390","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 30 Marzo 2022","15:30","Nubes dispersas","21°","35 km/h","64%","1017 hPa","https://www.tutiempo.net/registros/gclp/30-marzo-2022.html"
"1684507197-4391","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 30 Marzo 2022","16:00","Nubes dispersas","21°","35 km/h","60%","1017 hPa","https://www.tutiempo.net/registros/gclp/30-marzo-2022.html"
"1684507197-4392","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 30 Marzo 2022","16:30","Nubes dispersas","21°","33 km/h","60%","1017 hPa","https://www.tutiempo.net/registros/gclp/30-marzo-2022.html"
"1684507197-4393","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 30 Marzo 2022","17:00","Nubes dispersas","21°","32 km/h","60%","1017 hPa","https://www.tutiempo.net/registros/gclp/30-marzo-2022.html"
"1684507197-4394","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 30 Marzo 2022","17:30","Nubes dispersas","21°","35 km/h","56%","1017 hPa","https://www.tutiempo.net/registros/gclp/30-marzo-2022.html"
"1684507197-4395","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 30 Marzo 2022","18:00","Nubes dispersas","21°","35 km/h","60%","1016 hPa","https://www.tutiempo.net/registros/gclp/30-marzo-2022.html"
"1684507197-4396","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Miércoles 30 Marzo 2022","18:30","Nubes dispersas","21°","37 km/h","60%","1016 hPa","https://www.tutiempo.net/registros/gclp/30-marzo-2022.html"
